text;to;from;moment
Comment aller de Aubiat à Sable-sur-sarthe;Sable-sur-sarthe;Aubiat;
Ma provenance et ma destination sont Guéthary et Blanzy;Blanzy;Guéthary;
Je cherche un trajet de Callac à Mery-sur-oise;Mery-sur-oise;Callac;
j'aimerais me rendre à Rieux en quittant Saint-médard-sur-ille;Rieux;Saint-médard-sur-ille;
Je voudrais aller de Richwiller à Fontenay-le-comte;Fontenay-le-comte;Richwiller;
Comment aller de Saint-quentin à Beautiran;Beautiran;Saint-quentin;
Je suis actuellement à Belfort et j'aimerais partir à Aigues-mortes;Aigues-mortes;Belfort;
Je veux aller de Rieux à Laroque-timbaut;Laroque-timbaut;Rieux;
Je veux aller de Lavoûte-sur-loire à Geispolsheim;Geispolsheim;Lavoûte-sur-loire;
mardi je partirais de Ebblinghem pour aller à Verneuil-sur-vienne;Verneuil-sur-vienne;Ebblinghem;mardi
Je suis actuellement à La bastide-puylaurent et j’aimerais partir à Sauveterre-la-lémance;Sauveterre-la-lémance;La bastide-puylaurent;
le départ et l'arrivée de mon voyage sont Chirac et Balbigny;Balbigny;Chirac;
Donne moi l'itinéraire pour aller à Lalinde en partant de Saint-julien-les-villas;Lalinde;Saint-julien-les-villas;
train Chissay-en-touraine Gallargues-le-montueux;Gallargues-le-montueux;Chissay-en-touraine;
Comment me rendre à Mandelieu-la-napoule depuis Wizernes;Mandelieu-la-napoule;Wizernes;
Quel est l'itinéraire entre Malling et Tieffenbach;Tieffenbach;Malling;
Je suis à Porta et je veux aller à Boissy-l'aillerie;Boissy-l'aillerie;Porta;
Indique moi le chemin pour Nomexy depuis Wavrin;Nomexy;Wavrin;
Je veux aller de Saint-usage à Trèbes;Trèbes;Saint-usage;
Je prends le train Jarrie Relecq-kerhuon (le );Relecq-kerhuon (le );Jarrie;
Ma provenance et ma destination sont Maillé et Vitry-la-ville;Vitry-la-ville;Maillé;
Le train Bourgneuf-en-retz Miramas;Miramas;Bourgneuf-en-retz;
Donne moi l'itinéraire pour aller à Assier en partant de Gonfaron;Assier;Gonfaron;
Je me rends à Homécourt en partant de Beaurepaire;Homécourt;Beaurepaire;
Comment aller à Rennes depuis Mesves-sur-loire;Rennes;Mesves-sur-loire;
Je suis actuellement à Sommery et j'aimerais partir à Liesle;Liesle;Sommery;
Je veux me rendre à Laignes en partant de Polisot;Laignes;Polisot;
itinéraire jusqu'a Pont-sur-yonne en partant de Èze;Pont-sur-yonne;Èze;
Ma destination et ma provenance sont Louhans et Ria-sirach;Louhans;Ria-sirach;
Oxelaëre depuis Cusset;Oxelaëre;Cusset;
itinéraire Montry Pléchâtel;Pléchâtel;Montry;
Je suis actuellement à Pont-d'ain et j’aimerais partir à Rothau le mois prochain;Rothau;Pont-d'ain;le mois prochain
Les quatre-routes-du-lot Alixan dimanche après-midi;Alixan;Les quatre-routes-du-lot;dimanche après-midi
Trouve le chemin pour Mourmelon-le-petit depuis Salon-de-provence.;Mourmelon-le-petit;Salon-de-provence;
Le train Jaux Xeuilley;Xeuilley;Jaux;
itinéraire Châtelaillon-plage Homécourt;Homécourt;Châtelaillon-plage;
Je quitte Lestrem pour Bazoches-sur-vesles;Bazoches-sur-vesles;Lestrem;
Ma destination et ma provenance sont Pont-a-mousson et Le pont-chrétien-chabenet;Pont-a-mousson;Le pont-chrétien-chabenet;
Je pars de Sucy-en-brie pour aller à Pont-melvez;Pont-melvez;Sucy-en-brie;
Je suis actuellement à Libourne et j’aimerais partir à Collioure;Collioure;Libourne;
trajet La houssaye-en-brie Val-de-vesle;Val-de-vesle;La houssaye-en-brie;
Je cherche un trajet de Metzeral à Les eyzies-de-tayac-sireuil;Les eyzies-de-tayac-sireuil;Metzeral;
Je cherche un train Garde (la ) Bessancourt vendredi après-midi;Bessancourt;Garde (la );vendredi après-midi
ils veulent aller de Arles jusqu'à Pont-remy;Pont-remy;Arles;
Je pars de Eygliers pour aller à Rumilly;Rumilly;Eygliers;
Je pars demain matin de Ay pour aller à Pezou;Pezou;Ay;demain matin
itinéraire de voyage de Puilaurens vers Saint-malo;Saint-malo;Puilaurens;
arrivée Landrecies et départ Pont-sainte-maxence;Landrecies;Pont-sainte-maxence;
Guide moi de Bonneville vers Vitry-le-francois;Vitry-le-francois;Bonneville;
Je veux aller de Saulieu à Saint-pierre-d'albigny;Saint-pierre-d'albigny;Saulieu;
Je suis actuellement à Louverné et j’aimerais partir à Montauban lundi matin;Montauban;Louverné;lundi matin
dans six heures, je vais à Lusignan depuis Saint-denis-de-l'hôtel;Lusignan;Saint-denis-de-l'hôtel;dans six heures
Noyers-sur-cher Tournay;Tournay;Noyers-sur-cher;
Je pars de Chamousset pour aller à Itxassou;Itxassou;Chamousset;
je vais à Chépy depuis Frépillon;Chépy;Frépillon;
Je veux trouver un trajet de La souterraine à Francheville;Francheville;La souterraine;
Je cherche un trajet de Pihen-lès-guînes à Glos-sur-risle dimanche;Glos-sur-risle;Pihen-lès-guînes;dimanche
Je suis actuellement à Tournemire et j'aimerais partir à Billy-montigny;Billy-montigny;Tournemire;
Le train Cheniménil Joinville;Joinville;Cheniménil;
je vais à Le monastier-pin-moriès depuis Saint-astier;Le monastier-pin-moriès;Saint-astier;
Je prends le train Tamnay-en-bazois Le grau-du-roi;Le grau-du-roi;Tamnay-en-bazois;
ils veulent aller de Mourmelon-le-petit jusqu'à Coarraze;Coarraze;Mourmelon-le-petit;
J'aimerais me rendre sur Vitry-en-artois en partant de Viam;Vitry-en-artois;Viam;
Je veux aller à Elbeuf depuis Montreuil-sous-pérouse;Elbeuf;Montreuil-sous-pérouse;
Je veux aller de Fresnoy-le-grand à Rochy-condé;Rochy-condé;Fresnoy-le-grand;
Je veux aller de La roche-rigault à Courlandon;Courlandon;La roche-rigault;
Comment me rendre à Boisleux-au-mont depuis Asnieres-sur-seine;Boisleux-au-mont;Asnieres-sur-seine;
Je cherche le train le plus rapide pour faire Lunel Saint-christophe-vallon demain soir;Saint-christophe-vallon;Lunel;demain soir
Je suis actuellement à La marche et j'aimerais partir à Buzançais;Buzançais;La marche;
Je quitte Rouillé pour Villefranche-de-rouergue;Villefranche-de-rouergue;Rouillé;
Je suis à Entraigues-sur-la-sorgue et je souhaite me rendre à Grandvillars;Grandvillars;Entraigues-sur-la-sorgue;
de Bandol à Le breuil-sur-couze;Le breuil-sur-couze;Bandol;
ils veulent aller de Aixe-sur-vienne jusqu'à Gan;Gan;Aixe-sur-vienne;
de Olonne-sur-mer à Gresswiller;Gresswiller;Olonne-sur-mer;
Je cherche un train La fouillouse Wisches;Wisches;La fouillouse;
Je cherche un trajet de Saint-martin-du-mont à Montigny-en-ostrevent;Montigny-en-ostrevent;Saint-martin-du-mont;
le départ et l'arrivée de mon voyage sont Franxault et Saint-pierre-du-vauvray;Saint-pierre-du-vauvray;Franxault;
Emmène moi de Fréteval à Gilly-sur-loire;Gilly-sur-loire;Fréteval;
Je prends le train Margaux Saint-hilaire-au-temple;Saint-hilaire-au-temple;Margaux;
itinéraire jusqu'a Besancon en partant de Arleux;Besancon;Arleux;
Ma destination et ma provenance sont Bonnemain et Valognes;Bonnemain;Valognes;
Comment aller de Plouagat à Hardricourt;Hardricourt;Plouagat;
ils veulent aller de La verpillière jusqu'à La chartre-sur-le-loir;La chartre-sur-le-loir;La verpillière;
je viens de Aixe-sur-vienne et je veux aller à Montbrison;Montbrison;Aixe-sur-vienne;
Je cherche un trajet de Cosne-cours-sur-loire à Mundolsheim dans une heure;Mundolsheim;Cosne-cours-sur-loire;dans une heure
train Saint-gildas-des-bois Rombas dans deux heures;Rombas;Saint-gildas-des-bois;dans deux heures
Guide moi de Juziers vers Le puiset;Le puiset;Juziers;
je viens de Languenan et je veux aller à Puybrun;Puybrun;Languenan;
Le train Saint-denis Chateaudun;Chateaudun;Saint-denis;
Je pars de Auterive pour aller à Saint-ouen-l'aumone;Saint-ouen-l'aumone;Auterive;
Indique moi le chemin pour Champagné depuis Le péage-de-roussillon;Champagné;Le péage-de-roussillon;
Je pars dimanche de Harfleur pour aller à Orgerus;Orgerus;Harfleur;dimanche
Guide moi de La guerche-sur-l'aubois vers Albi;Albi;La guerche-sur-l'aubois;
Servas depuis Mortiers;Servas;Mortiers;
itinéraire Bricon Vichy;Vichy;Bricon;
Je suis actuellement à Verriere (la ) et j'aimerais partir à Monnaie;Monnaie;Verriere (la );
Je pars samedi après-midi de Aumont-aubrac pour aller à Grésy-sur-isère;Grésy-sur-isère;Aumont-aubrac;samedi après-midi
lundi après-midi je partirais de Magland pour aller à Engenville;Engenville;Magland;lundi après-midi
Je voudrais aller de Montpellier à Chessy;Chessy;Montpellier;
je veux partir de Bournoncle-saint-pierre pour Noisy-le-sec;Noisy-le-sec;Bournoncle-saint-pierre;
train Dompierre-sur-besbre Saumur;Saumur;Dompierre-sur-besbre;
dimanche Saint-chéron Anché;Anché;Saint-chéron;dimanche
Trouve le chemin pour Évron depuis Maintenon.;Évron;Maintenon;
Je pars de Saint-denis-catus pour aller à Achiet-le-grand lundi;Achiet-le-grand;Saint-denis-catus;lundi
Je prends le train Drulingen Hoffen;Hoffen;Drulingen;
je viens de Aulnoye-aymeries et je veux aller à Vinay;Vinay;Aulnoye-aymeries;
Quel trajet pour Tavaux Brion;Brion;Tavaux;
Le train Saint-rabier La meilleraie-tillay;La meilleraie-tillay;Saint-rabier;
je partirais de La croix-en-touraine pour aller à Solignac;Solignac;La croix-en-touraine;
Je cherche le train le plus rapide pour faire Pierrelaye Frévin-capelle;Frévin-capelle;Pierrelaye;
mercredi matin Toul Lamure-sur-azergues;Lamure-sur-azergues;Toul;mercredi matin
Je veux aller de Meru à La bassée;La bassée;Meru;
Je suis à Saint-raphael et je souhaite me rendre à Vivonne;Vivonne;Saint-raphael;
Je cherche un trajet de Port-saint-père à Saint-pantaléon-de-larche;Saint-pantaléon-de-larche;Port-saint-père;
arrivée Portieux et départ Écouché;Portieux;Écouché;
Comment me rendre à Moult depuis Marseille;Moult;Marseille;
Je cherche un trajet de Hoenheim à Hyeres;Hyeres;Hoenheim;
Je prends le train Tremblay-en-france Ecully;Ecully;Tremblay-en-france;
Neuvic Cormery mercredi soir;Cormery;Neuvic;mercredi soir
Je cherche le train le plus rapide pour faire Sable-sur-sarthe Labège mardi après-midi;Labège;Sable-sur-sarthe;mardi après-midi
Emmène moi de Marcy-l'étoile à Lérouville;Lérouville;Marcy-l'étoile;
Quel est l'itinéraire entre Deauville et Panissage;Panissage;Deauville;
maintenant, je voudrais aller de Marmagne à Miraumont;Miraumont;Marmagne;maintenant
Je suis actuellement à Nomain et j'aimerais partir à Mougins;Mougins;Nomain;
Comment aller de Pontgibaud à Albi;Albi;Pontgibaud;
Je veux aller de Bolquère à Champagné;Champagné;Bolquère;
mercredi Pont-de-buis-lès-quimerch Trie-château;Trie-château;Pont-de-buis-lès-quimerch;mercredi
L'arrivée et le départ de mon voyage sont Vitry-sur-seine et Joigny-sur-meuse;Vitry-sur-seine;Joigny-sur-meuse;
Pont-remy depuis Bessancourt;Pont-remy;Bessancourt;
Trouve un train partant de Mauzac-et-grand-castang et allant à Montchanin;Montchanin;Mauzac-et-grand-castang;
Je quitte Laveline-devant-bruyères pour Chaville;Chaville;Laveline-devant-bruyères;
Je veux aller de Sarre-union à Saint-amand-les-eaux mercredi matin;Saint-amand-les-eaux;Sarre-union;mercredi matin
Je cherche un train Fontainebleau Viviez mercredi après-midi;Viviez;Fontainebleau;mercredi après-midi
Je veux aller de Toul à Chaumont-en-vexin;Chaumont-en-vexin;Toul;
je veux partir de Cesson-sevigne pour La celle-saint-avant;La celle-saint-avant;Cesson-sevigne;
Je voudrais aller de Libourne à La meyze jeudi;La meyze;Libourne;jeudi
Je souhaiterai avoir des informations sur le train L'hospitalet-près-l'andorre Remiremont;Remiremont;L'hospitalet-près-l'andorre;
Je cherche le train le plus rapide pour faire Arengosse Pont-du-château dimanche soir;Pont-du-château;Arengosse;dimanche soir
Je suis actuellement à Briancon et j’aimerais partir à Bayonne;Bayonne;Briancon;
Marbache depuis Pihen-lès-guînes;Marbache;Pihen-lès-guînes;
Je cherche le train le plus rapide pour faire Chantonnay Conches-en-ouche;Conches-en-ouche;Chantonnay;
dans une heure je partirais de Challans pour aller à Voreppe;Voreppe;Challans;dans une heure
Itinéraire Herchies Grisolles;Grisolles;Herchies;
Je veux aller de Magny à Audrieu jeudi matin;Audrieu;Magny;jeudi matin
itinéraire jusqu'a Noizay en partant de Saint-michel-de-maurienne;Noizay;Saint-michel-de-maurienne;
Chambery Saint-antoine-de-breuilh;Saint-antoine-de-breuilh;Chambery;
Allons à Lattes depuis Prunay;Lattes;Prunay;
train La wantzenau Vigneux-sur-seine dans quatre heures;Vigneux-sur-seine;La wantzenau;dans quatre heures
Je souhaiterai avoir des informations sur le train Seclin Lérouville;Lérouville;Seclin;
Quel est l'itinéraire entre Saint-laurent-en-grandvaux et Ahun;Ahun;Saint-laurent-en-grandvaux;
Le bousquet-d'orb depuis Éveux;Le bousquet-d'orb;Éveux;
Le train Echirolles Eygliers;Eygliers;Echirolles;
Je pars de Ballancourt-sur-essonne pour aller à Briare;Briare;Ballancourt-sur-essonne;
Le train Buchy Langon;Langon;Buchy;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Gan et gare de Massy;Massy;Gan;
Je prends le train Magny Evry;Evry;Magny;
Je veux trouver un trajet de Saint-denis-de-l'hôtel à La ferté-alais;La ferté-alais;Saint-denis-de-l'hôtel;
Guide moi de Baillargues vers Wissembourg;Wissembourg;Baillargues;
Je cherche le train le plus rapide pour faire Vireux-molhain Gargenville;Gargenville;Vireux-molhain;
Le train Tonnay-charente Cholet;Cholet;Tonnay-charente;
Je suis actuellement à Perrignier et j’aimerais partir à Saint-pierre-de-chignac le mois prochain;Saint-pierre-de-chignac;Perrignier;le mois prochain
Comment me rendre à Varangéville depuis Meulan;Varangéville;Meulan;
Donne moi l'itinéraire pour aller à Xeuilley en partant de Hoffen;Xeuilley;Hoffen;
Je pars de Saint-béron pour aller à Sénas;Sénas;Saint-béron;
dans quatre heures je partirais de Clelles pour aller à Les salelles;Les salelles;Clelles;dans quatre heures
je partirais de Le thor pour aller à Albigny-sur-saône;Albigny-sur-saône;Le thor;
ils veulent aller de Aubiat jusqu'à Livry-sur-seine;Livry-sur-seine;Aubiat;
Quel trajet pour Teting-sur-nied Ingré;Ingré;Teting-sur-nied;
Comment aller de Méricourt-l'abbé à Huriel;Huriel;Méricourt-l'abbé;
je vais à Morez depuis Rennes;Morez;Rennes;
itinéraire de voyage de Dieupentale vers Villeneuve-saint-georges;Villeneuve-saint-georges;Dieupentale;
Je suis actuellement à Brionne et j’aimerais partir à Vichel-nanteuil dimanche;Vichel-nanteuil;Brionne;dimanche
J'aimerais me rendre sur Marseillan en partant de Pontfaverger-moronvilliers;Marseillan;Pontfaverger-moronvilliers;
Je cherche le train le plus rapide pour faire Colombier-fontaine Aiguebelle samedi;Aiguebelle;Colombier-fontaine;samedi
Trouve un train partant de Pins-justaret et allant à La tour-de-salvagny;La tour-de-salvagny;Pins-justaret;
Je pars de Nérondes pour aller à Sainte-genevieve-des-bois;Sainte-genevieve-des-bois;Nérondes;
train Tremblay-en-france Buthiers;Buthiers;Tremblay-en-france;
Je pars de Marquette-lez-lille pour aller à Vigeois mardi;Vigeois;Marquette-lez-lille;mardi
Comment aller de Lardy à Bagneaux-sur-loing;Bagneaux-sur-loing;Lardy;
Je suis actuellement à Saint-yorre et j'aimerais partir à La bâthie;La bâthie;Saint-yorre;
train Pont-melvez Ludon-médoc;Ludon-médoc;Pont-melvez;
La ligne Chantonnay La bâthie;La bâthie;Chantonnay;
arrivée Saint-andré-de-cubzac et départ Varennes-sur-allier;Saint-andré-de-cubzac;Varennes-sur-allier;
Itiniréraire jusqu'a Plourivo depuis Jurancon;Plourivo;Jurancon;
Je quitte Onzain pour Bourg-madame;Bourg-madame;Onzain;
train Pont-du-château Stenay dimanche;Stenay;Pont-du-château;dimanche
itinéraire Tarascon-sur-ariège Clacy-et-thierret;Clacy-et-thierret;Tarascon-sur-ariège;
Quel est l'itinéraire entre Brioude et Chenonceaux;Chenonceaux;Brioude;
Quel est l'itinéraire entre Meximieux et Simiane-collongue;Simiane-collongue;Meximieux;
Je veux aller de Livron-sur-drôme à Saint-chély-d'apcher;Saint-chély-d'apcher;Livron-sur-drôme;
J'irai bien à la gare de Saint-germain-les-belles depuis la gare de Chevaigné;Saint-germain-les-belles;Chevaigné;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Verberie et gare de Siorac-en-périgord;Siorac-en-périgord;Verberie;
Quel trajet pour Gien Cernay;Cernay;Gien;
Je cherche un trajet de Chateaubriant à Miserey-salines;Miserey-salines;Chateaubriant;
ils veulent aller de Loriol-sur-drôme jusqu'à Saint-jory;Saint-jory;Loriol-sur-drôme;
La ligne Montdidier Saint-geniès-de-malgoirès;Saint-geniès-de-malgoirès;Montdidier;
Je veux aller de Saint-émilion à Loubejac;Loubejac;Saint-émilion;
Je voudrais aller de Saint-geours-de-maremne à Hoenheim demain matin;Hoenheim;Saint-geours-de-maremne;demain matin
Quel trajet pour Perigueux Gières;Gières;Perigueux;
Coursan depuis Saint-gilles;Coursan;Saint-gilles;
J'aimerais me rendre sur Melesse en partant de Thiais;Melesse;Thiais;
Je cherche un train Chars Sierentz la semaine prochaine;Sierentz;Chars;la semaine prochaine
je veux partir de Foucart pour Bandol;Bandol;Foucart;
Comment aller à Mérens-les-vals depuis Bondy;Mérens-les-vals;Bondy;
itinéraire jusqu'a Epernay en partant de Mauzens-et-miremont;Epernay;Mauzens-et-miremont;
Pont-audemer Ceaux-en-couhé;Ceaux-en-couhé;Pont-audemer;
itinéraire jusqu'a Chinon en partant de Loudéac;Chinon;Loudéac;
itinéraire jusqu'a Rungis en partant de Naucelle;Rungis;Naucelle;
itinéraire jusqu'a Annecy en partant de Roqueredonde;Annecy;Roqueredonde;
itinéraire Ruelle-sur-touvre Wittring;Wittring;Ruelle-sur-touvre;
Je me rends à Harfleur en partant de Saint-jean-de-luz;Harfleur;Saint-jean-de-luz;
itinéraire jusqu'a Lus-la-croix-haute en partant de Joeuf;Lus-la-croix-haute;Joeuf;
Guide moi de Puget-ville vers Pluneret;Pluneret;Puget-ville;
le départ et l'arrivée de mon voyage sont Tonnay-charente et Alizay;Alizay;Tonnay-charente;
le départ et l'arrivée de mon voyage sont Fosses et Saint-flour;Saint-flour;Fosses;
Je suis actuellement à Muhlbach-sur-munster et j’aimerais partir à Beynes;Beynes;Muhlbach-sur-munster;
Je prends le train Racquinghem Pontivy;Pontivy;Racquinghem;
Ma destination et ma provenance sont Pontarlier et Baccarat;Pontarlier;Baccarat;
Comment me rendre à Brassac-les-mines depuis La jonchère-saint-maurice;Brassac-les-mines;La jonchère-saint-maurice;
Le train Nomain Saint-andré-de-l'eure;Saint-andré-de-l'eure;Nomain;
Je souhaiterai avoir des informations sur le train Saint-médard-sur-ille Miraumont;Miraumont;Saint-médard-sur-ille;
Quel est l'itinéraire entre Rouessé-vassé et Chartrettes;Chartrettes;Rouessé-vassé;
Je prends le train Coufouleux Bourbourg;Bourbourg;Coufouleux;
Je veux trouver un trajet de Vitry-la-ville à Valençay;Valençay;Vitry-la-ville;
j'aimerais partir de Marmande pour me rendre à Savy-berlette;Savy-berlette;Marmande;
Depuis Ingrandes à Avesnes-sur-helpe;Avesnes-sur-helpe;Ingrandes;
Quel est l'itinéraire entre Mont-dore et Muille-villette;Muille-villette;Mont-dore;
Indique moi le chemin pour Cysoing depuis Chaux-des-crotenay;Cysoing;Chaux-des-crotenay;
Je veux aller de Chantonnay à Vierzon jeudi matin;Vierzon;Chantonnay;jeudi matin
Comment aller de Mailly-la-ville à Servon-sur-vilaine samedi;Servon-sur-vilaine;Mailly-la-ville;samedi
train Valleiry Savigny-le-temple dans six heures;Savigny-le-temple;Valleiry;dans six heures
Le train Portieux Bonneval;Bonneval;Portieux;
Comment aller de Gannes à Esternay;Esternay;Gannes;
Je cherche un trajet de Bersac-sur-rivalier à Verberie samedi matin;Verberie;Bersac-sur-rivalier;samedi matin
ils veulent aller de Gundershoffen jusqu'à Maxilly-sur-saône;Maxilly-sur-saône;Gundershoffen;
Je prends le train Le quesnoy Marcq-en-baroeul;Marcq-en-baroeul;Le quesnoy;
dans six heures je partirais de Libourne pour aller à Ranspach;Ranspach;Libourne;dans six heures
Je suis actuellement à Ploemel et j’aimerais partir à Montrabé dimanche matin;Montrabé;Ploemel;dimanche matin
train Boisville-la-saint-père Villers-sur-mer;Villers-sur-mer;Boisville-la-saint-père;
je vais à Saint-mathurin-sur-loire depuis Castelsarrasin;Saint-mathurin-sur-loire;Castelsarrasin;
Je veux me rendre à Valmont en partant de Hagetmau;Valmont;Hagetmau;
Je pars de Fontaine-le-port pour aller à Fourchambault;Fourchambault;Fontaine-le-port;
demain soir, je voudrais aller de Saint-erme-outre-et-ramecourt à La roche-sur-foron;La roche-sur-foron;Saint-erme-outre-et-ramecourt;demain soir
Comment aller de Saint-bonnet-de-rochefort à Sotteville-les-rouen;Sotteville-les-rouen;Saint-bonnet-de-rochefort;
Trouve un train partant de Esvres et allant à Saint-junien;Saint-junien;Esvres;
Je quitte Saint-denis-de-pile pour Wittring;Wittring;Saint-denis-de-pile;
Mont-notre-dame depuis Annemasse;Mont-notre-dame;Annemasse;
Comment aller de Saint-senoux à Teillé;Teillé;Saint-senoux;
Je suis à Béning-lès-saint-avold et je souhaite me rendre à Peille;Peille;Béning-lès-saint-avold;
Je quitte Libourne pour Saint-mars-la-brière;Saint-mars-la-brière;Libourne;
Je prends le train Mervans Istres;Istres;Mervans;
Je voudrais aller de Joinville à Le cateau-cambrésis;Le cateau-cambrésis;Joinville;
Quel trajet pour Sevran Les eyzies-de-tayac-sireuil;Les eyzies-de-tayac-sireuil;Sevran;
Je suis actuellement à Le coudray-montceaux et j’aimerais partir à Château-chinon(campagne) samedi après-midi;Château-chinon(campagne);Le coudray-montceaux;samedi après-midi
Je cherche le train le plus rapide pour faire Chevry Bailleul;Bailleul;Chevry;
Quel trajet pour Dreuil-lès-amiens Aiguillon;Aiguillon;Dreuil-lès-amiens;
Je cherche un train Collonges-lès-premières Cantaron mardi soir;Cantaron;Collonges-lès-premières;mardi soir
Comment aller de Évian-les-bains à Campagnac jeudi;Campagnac;Évian-les-bains;jeudi
Je quitte Le pont-chrétien-chabenet pour Beauzac;Beauzac;Le pont-chrétien-chabenet;
je viens de Vichel-nanteuil et je veux aller à Bezannes;Bezannes;Vichel-nanteuil;
itinéraire de voyage de Laguépie vers Hazebrouck;Hazebrouck;Laguépie;
Je pars de Saint-aubin pour aller à Aubrives;Aubrives;Saint-aubin;
je partirais de Macon pour aller à Chorges;Chorges;Macon;
Je cherche un train Lisle-sur-tarn Sarreguemines lundi;Sarreguemines;Lisle-sur-tarn;lundi
Je cherche un trajet de Provenchères-sur-fave à Saint-victurnien dimanche soir;Saint-victurnien;Provenchères-sur-fave;dimanche soir
Je voudrais aller de Esclanèdes à Le verdon-sur-mer;Le verdon-sur-mer;Esclanèdes;
Je souhaiterai avoir des informations sur le train Bacouël Chateau-gontier;Chateau-gontier;Bacouël;
Je veux aller de Agen à Saillans;Saillans;Agen;
Nogent-sur-vernisson Landas demain matin;Landas;Nogent-sur-vernisson;demain matin
Itiniréraire jusqu'a Bolozon depuis Groslay;Bolozon;Groslay;
Je pars de Belloy-en-france pour aller à Saint-maurice-de-beynost;Saint-maurice-de-beynost;Belloy-en-france;
Je veux le trajet de Chevrières à Callac;Callac;Chevrières;
Je suis actuellement à Montdidier et j’aimerais partir à Briare samedi;Briare;Montdidier;samedi
train Argentan Aigueperse;Aigueperse;Argentan;
train Mee-sur-seine (le ) Presles;Presles;Mee-sur-seine (le );
Je suis actuellement à Marcy-l'étoile et j’aimerais partir à Marly-le-roi;Marly-le-roi;Marcy-l'étoile;
Ma destination et ma provenance sont Pleudihen-sur-rance et Les essarts-le-roi;Pleudihen-sur-rance;Les essarts-le-roi;
je partirais de Blangy-sur-ternoise pour aller à Pierre-benite;Pierre-benite;Blangy-sur-ternoise;
Je souhaiterai avoir des informations sur le train Montlaur Polisot;Polisot;Montlaur;
J'irai bien à la gare de Hipsheim depuis la gare de Les cabannes;Hipsheim;Les cabannes;
Je pars de Bueil pour aller à Mouy dimanche soir;Mouy;Bueil;dimanche soir
Je cherche le train le plus rapide pour faire Saint-maclou-de-folleville Limay;Limay;Saint-maclou-de-folleville;
Veigné Vendin-le-vieil;Vendin-le-vieil;Veigné;
Je cherche le train le plus rapide pour faire Écouché Saint-lothain;Saint-lothain;Écouché;
Je cherche le train le plus rapide pour faire Morteaux-couliboeuf Dommary-baroncourt demain matin;Dommary-baroncourt;Morteaux-couliboeuf;demain matin
Je cherche un train Viarmes Ychoux;Ychoux;Viarmes;
Je cherche un trajet de Mouzon à Cheniménil;Cheniménil;Mouzon;
Comment aller de Montlucon à Houdan;Houdan;Montlucon;
La ligne Arzembouy Penne-d'agenais;Penne-d'agenais;Arzembouy;
Emmène moi de Les ormes à Calais;Calais;Les ormes;
Je souhaiterai avoir des informations sur le train Aubiat Étigny qui part dimanche après-midi;Étigny;Aubiat;dimanche après-midi
Je cherche le train le plus rapide pour faire Saâcy-sur-marne Sillery;Sillery;Saâcy-sur-marne;
je veux partir de Ris-orangis pour Tarascon-sur-ariège;Tarascon-sur-ariège;Ris-orangis;
Je partirais de Pont-de-buis-lès-quimerch pour aller à La meilleraie-tillay;La meilleraie-tillay;Pont-de-buis-lès-quimerch;
Itinéraire Saint-jean-de-maurienne Noisy-le-roi;Noisy-le-roi;Saint-jean-de-maurienne;
Je veux le trajet de Bois-le-roi à Saint-denis-catus;Saint-denis-catus;Bois-le-roi;
Je cherche le train le plus rapide pour faire Templemars Brignais aujourd'hui;Brignais;Templemars;aujourd'hui
Je cherche un train Saint-erme-outre-et-ramecourt Saint-michel-sur-orge demain soir;Saint-michel-sur-orge;Saint-erme-outre-et-ramecourt;demain soir
Je souhaiterai avoir des informations sur le train Garchizy Villedieu-les-poêles qui part dans un instant;Villedieu-les-poêles;Garchizy;dans un instant
jeudi matin Sarralbe Vauvert;Vauvert;Sarralbe;jeudi matin
Je cherche un trajet de Gravelines à Saint-symphorien-de-marmagne;Saint-symphorien-de-marmagne;Gravelines;
Comment aller de Montigny-le-bretonneux à Méré;Méré;Montigny-le-bretonneux;
Allons à Saint-léger-sur-dheune depuis Dissay;Saint-léger-sur-dheune;Dissay;
Je veux aller à Sarreinsming depuis Légny;Sarreinsming;Légny;
Je quitte Vergigny pour Pithiviers;Pithiviers;Vergigny;
Je voudrais aller de Saint-denis-catus à Ruffey-lès-echirey vendredi soir;Ruffey-lès-echirey;Saint-denis-catus;vendredi soir
La ligne Épernon Grésy-sur-aix;Grésy-sur-aix;Épernon;
La ligne Étigny Lesparre-médoc;Lesparre-médoc;Étigny;
Vic-la-gardiole depuis Salomé;Vic-la-gardiole;Salomé;
Je suis actuellement à Thiviers et j’aimerais partir à La chartre-sur-le-loir le mois prochain;La chartre-sur-le-loir;Thiviers;le mois prochain
Je pars de Saint-médard-de-guizières pour aller à Peille samedi après-midi;Peille;Saint-médard-de-guizières;samedi après-midi
itinéraire Bourron-marlotte Fontenay-le-comte;Fontenay-le-comte;Bourron-marlotte;
Je cherche un train Saint-germain-en-laye Remy jeudi après-midi;Remy;Saint-germain-en-laye;jeudi après-midi
Depuis Quédillac à Roye;Roye;Quédillac;
Je suis à Fontainebleau et je veux aller à Pleyber-christ;Pleyber-christ;Fontainebleau;
Comment aller à Vigeois depuis Saint-seurin-sur-l'isle;Vigeois;Saint-seurin-sur-l'isle;
